Id,NeighbourHood,Area,FloorLevel,Rooms,Age,Parking,StoreRoom,Elevator,Balcony,TotalFloors,DocumentType,Equipments,Facade,PricePerMeter,TotalPrice
198,پیروزی خ پرستار شمالی,51,1,1,21,0,1,0,0,4,شخصي,"کولر,گاز",سنگ,88235000,4500000000
199,هفده شهریور جنوبی ك مهری پ 72,50,2,2,1,1,1,1,1,4,شخصي,"شوفاژ,کولر,آسانسور,پکیج,گاز",سنگ,74000000,3700000000
200,بزرگراه محلاتی خ سعیدی خ مرادی ك رستمی پ 9 واحد 8,56,4,1,22,1,1,0,0,4,شخصي,"کولر,گاز",سنگ,50000000,2800000000
201,نیرو هوایی خ 30 متری,163,4,4,7,1,1,1,1,5,شخصي,"شوفاژ,کولر,آسانسور,گاز",سنگ,100000000,16300000000
202,پیروزی خ طبرسی,71,4,2,10,0,1,0,1,4,شخصي,"شوفاژ,کولر,پکیج,گاز",سنگ,64788000,4600000000
203,پیروزی چهارصددستگاه,46,4,1,11,1,1,1,0,4,شخصي,"شوفاژ,کولر,آسانسور,گاز",سنگ,69565000,3200000000
204,ولیعصر تقاطع خ طالقانی,137,4,4,12,1,0,1,1,5,شخصي,"شوفاژ,کولر,آسانسور,گاز",آجر سه سانت,69343000,9500000000
205,پیروزی خ شریفی جنوبی,95,3,2,5,1,1,1,1,6,شخصي,"شوفاژ,کولر,آسانسور,پکیج,گاز",سنگ,71578000,6800000000
206,پیروزی خ نبرد شمالی بلوار پاسدار گمنام خ واضحی فرد,75,3,2,0,1,1,1,0,5,شخصي,"کولر,آسانسور,گاز",ترکیبی,52630000,4000000000
207,ستاری خ زیتون,115,11,2,7,1,1,1,1,11,قولنامه اي,"شوفاژ,کولر,آسانسور,گاز",سنگ,104347000,12000000000
208,اشرفی اصفهانی باغ فیض باهنر خ صبح دوست,106,1,2,10,1,1,1,1,5,شخصي,"شوفاژ,کولر,آسانسور,گاز",سنگ,105660000,11200000000
209,دارآباد خ افتخاری,180,4,3,0,1,1,1,1,5,شخصي,"کولر,آسانسور,چیلر,گاز",ترکیبی,220000000,39600000000
210,جنت آباد جنوبی خ كبیرزاده خ نمازی,72,3,2,24,1,1,0,1,4,شخصي,"شوفاژ,کولر,گاز",رومي,98611000,7100000000
211,پیروزی بلوار ابوذر,81,1,2,0,1,1,1,1,5,شخصي,"شوفاژ,کولر,آسانسور,گاز",سنگ,98765000,8000000000
212,اشرفی اصفهانی نرسیده به میدان پونك,85,5,2,6,1,1,1,1,5,شخصي,"شوفاژ,کولر,آسانسور,گاز",سنگ,147058000,12500000000
213,پیروزی بلوار ابوذر روبروی پارك بسیج,70,5,1,7,0,1,0,0,4,شخصي,"کولر,گاز",سنگ,42857000,3000000000
214,شهران خ كوهسار,78,2,2,20,1,1,1,1,5,شخصي,"شوفاژ,کولر,آسانسور,گاز",سنگ,83333000,6500000000
215,جمالزاده جنوبی پایین تراز آزادی,86,3,2,30,0,1,0,1,4,شخصي,"کولر,گاز",سيمان,46520000,4000000000
216,ظفر نرسیده به خ ناجی,122,3,3,0,1,1,1,0,5,شخصي,"شوفاژ,کولر,آسانسور,گاز",ترکیبی,180000000,21960000000
217,پیروزی خ بنائی,75,2,2,12,1,1,1,1,5,شخصي,"شوفاژ,کولر,آسانسور,گاز",سنگ,85000000,6375000000
218,پیروزی نرسیده به خ طبرسی,82,5,2,4,1,1,1,1,5,شخصي,"کولر,آسانسور,گاز",سنگ,80000000,6560000000
219,ظفر خ گ آبادی,200,2,3,30,1,1,0,1,4,شخصي,"شوفاژ,کولر,گاز",سنگ,97500000,19500000000
220,زعفرانیه خ مردانی,202,4,3,5,1,1,1,0,5,شخصي,"شوفاژ,کولر,آسانسور,استخر,حیاط,سونا,جکوزی,گاز",سنگ,250000000,50500000000
221,ولنجك خ عدالت,132,1,2,30,1,1,0,0,4,شخصي,"شوفاژ,کولر,گاز",سنگ,166666000,22000000000
222,سعادت آباد خ علامه جنوبی,105,3,2,4,1,1,1,0,5,شخصي,"کولر,آسانسور,گاز",ترکیبی,185000000,19425000000
223,ایران خ فیاض بخش كوچه كریمی بن بست دوستان پلاك4,75,4,2,10,0,1,1,0,4,شخصي,"شوفاژ,کولر,آسانسور,پکیج,گاز",سنگ,70660000,5300000000
224,سعادت آباد خ شاپور سوری,72,4,2,7,1,1,1,1,5,شخصي,"شوفاژ,کولر,آسانسور,گاز",سنگ,140000000,10080000000
225,معلم خ آقابیگی,35,2,1,0,0,0,1,1,4,شخصي,"شوفاژ,کولر,آسانسور,گاز",سنگ,108571000,3800000000
226,نیاوران خ امیر,193,1,3,0,1,1,1,1,7,شخصي,"آسانسور,استخر,چیلر,سونا,جکوزی",سنگ,260000000,50180000000
227,سبلان شمالی كندرو محمد اسماعیل,58,-1,1,16,0,0,0,0,5,شخصي,"کولر,گاز",سيمان,60344000,3500000000
228,خواجه نظام اجاره دار,80,2,2,30,0,1,0,1,4,شخصي,"شوفاژ,کولر,گاز",سنگ,53750000,4300000000
229,الهیه خزر,198,1,3,7,1,1,1,1,6,شخصي,"شوفاژ,کولر,آسانسور,گاز",رومي,230000000,45540000000
230,شهرك غرب بلوار دریا,300,2,4,0,1,1,1,1,6,شخصي,"شوفاژ,کولر,آسانسور,گاز",سنگ,230000000,69000000000
231,اوین خ اعرابی,150,1,3,17,1,1,1,1,5,شخصي,"شوفاژ,کولر,آسانسور,گاز",رومي,110000000,16500000000
232,شهرك غرب بلوار فرحزادی نرسیده به یادگار,100,4,2,0,1,1,1,1,13,شخصي,"کولر,آسانسور,پکیج,گاز",سنگ,200000000,20000000000
233,آیت اله كاشانی بلوار اباذر خ گلدشت,193,2,3,0,1,1,1,1,5,شخصي,"کولر,آسانسور,پکیج,گاز",سنگ,150000000,28950000000
234,شهرك غرب بلوار فرحزادی نرسیده به یادگار,105,1,2,0,1,1,1,1,13,شخصي,"کولر,آسانسور,پکیج,گاز",سنگ,200000000,21000000000
235,تهران پارس خ استخر خ سازمان گوشت خ رجایی,90,4,2,5,0,1,1,0,4,شخصي,"کولر,آسانسور,پکیج,گاز",سنگ,66660000,6000000000
236,آیت الله كاشانی بلوار اباذر,120,1,3,0,1,1,1,1,5,شخصي,"کولر,آسانسور,گاز",سنگ,150000000,18000000000
237,اتوبان بابایی شهرك بهشتی,87,4,2,0,1,1,1,1,16,تعاوني,"کولر,آسانسور,گاز",سنگ,80450000,7000000000
238,شهر آراء خ آرش مهر,75,3,2,30,0,1,0,1,3,شخصي,"کولر,گاز",آجر,66660000,5000000000
239,دیباجی جنوبی خ رحمانی,212,1,3,0,1,1,1,1,5,شخصي,"آسانسور,پاسیو,پکیج",سنگ,170000000,36040000000
240,شهرك اكباتان بیمه سوم,110,3,2,12,1,1,1,1,14,شخصي,"شوفاژ,کولر,آسانسور,گاز",سيمان,100000000,11000000000
241,هنگام شمیران نو,85,2,2,2,0,1,0,1,4,قولنامه اي,"شوفاژ,کولر,پکیج,گاز",سنگ,44700000,3800000000
242,حكیمیه كوی دانشگاه,67,2,1,25,0,1,0,1,4,تعاوني,"شوفاژ,کولر",سنگ,75000000,5025000000
243,جمال زاده خ فخررازی,64,4,2,22,0,0,0,1,4,شخصي,"کولر,گاز",سنگ,61718000,3950000000
244,ولیعصر نرسیده به میدان ولیعصر,130,1,3,0,1,1,1,1,6,شخصي,"شوفاژ,کولر,آسانسور,گاز",سنگ,135000000,17550000000
245,ولیعصر چهارراه ولیعصر,135,3,2,30,0,0,1,1,5,شخصي,"کولر,آسانسور,گاز",سنگ,44440000,6000000000
246,دربند گلابدره خ زبردست,80,1,2,18,0,0,0,1,5,قولنامه اي,"شوفاژ,کولر,گاز",سيمان,40000000,3200000000
247,ولیعصر بالاتر از پارك وی روبروی رستوران لوكس طلائی,167,1,3,30,1,1,0,1,2,شخصي,"کولر,گاز",سنگ,600000000,100800000000
248,چیتگر شمالی بلوار اردستانی,174,5,3,2,1,1,1,1,20,شخصي,"کولر,آسانسور,پکیج,گاز",سيمان,91950000,16000000000
249,شریعتی بین ادیبی و كاشانی,72,4,2,23,0,1,0,1,4,شخصي,"شوفاژ,کولر,گاز",سنگ,76388000,5500000000
250,بلوا فردوس غرب خ شقایق جنوبی,57,3,1,16,1,1,1,1,5,شخصي,"شوفاژ,کولر,آسانسور,گاز",ترکیبی,114030000,6500000000
251,استاد معین نرسیده به خ آزادی ك مهدی پ 5 واحد 3,115,3,3,30,0,0,0,1,3,شخصي,"کولر,گاز",سنگ,46000000,5290000000
252,سبلان جنوبی نرسیده به بانك ملی,66,3,2,26,0,1,0,0,3,شخصي,"شوفاژ,کولر,گاز",سنگ,65000000,4290000000
253,گیشا نرسیده به خ 37,77,4,2,30,1,1,0,1,4,شخصي,"شوفاژ,کولر,گاز",سنگ,101298000,7800000000
254,بلوار فردوس غرب خ بهار جنوبی,70,4,2,15,1,1,1,1,5,شخصي,"شوفاژ,کولر,آسانسور,گاز",ترکیبی,107142000,7500000000
255,شهرك اكباتان فاز 3 بلوك D1,147,2,3,30,1,1,1,1,12,شخصي,"کولر,آسانسور,چیلر,گاز",سيمان,115640000,17000000000
256,ایت اله كاشانی خ مهران,117,2,2,20,1,1,1,1,5,شخصي,"شوفاژ,کولر,آسانسور,گاز",سنگ,111111000,13000000000
257,جشنواره خ درختی,96,0,2,20,1,1,0,1,4,شخصي,"کولر,گاز",سنگ,61450000,5900000000
258,تهرانپارس بزرگراه رسالت خ شیرود,70,5,2,2,1,1,1,0,5,شخصي,"کولر,آسانسور,پکیج,گاز",سنگ,75000000,5250000000
259,آیت اله كاشانی خ بهنام,200,1,4,16,1,1,1,0,5,شخصي,"شوفاژ,کولر,آسانسور,پکیج,گاز",سنگ,93000000,18600000000
260,وحیدیه خ زركش,80,4,2,10,0,1,0,1,4,شخصي,"شوفاژ,کولر,پکیج,گاز",سنگ,58125000,4650000000
261,تهران پارس 182غربی,180,3,3,10,1,1,1,0,5,شخصي,"شوفاژ,کولر,آسانسور,گاز",سنگ,100000000,18000000000
262,تهران پارس بین باقری و قزاقی,86,5,2,12,0,1,1,0,5,شخصي,"شوفاژ,کولر,آسانسور,گاز",سنگ,69760000,6000000000
263,سئول روبروی باشگاه انقلاب,131,1,3,20,0,1,0,1,4,شخصي,"شوفاژ,کولر,گاز",آجر,114503000,15000000000
264,تهرانپارس خ استخر,95,4,2,1,1,1,1,1,5,شخصي,"کولر,آسانسور,پکیج,گاز",سنگ,85000000,8075000000
265,آیت كاشانی بلوار اباذر,80,0,2,17,1,1,0,0,4,شخصي,"شوفاژ,کولر,گاز",سنگ,105000000,8400000000
266,اشرفی اصفهانی خ اقبال پور,70,2,2,18,1,0,0,1,4,شخصي,"شوفاژ,کولر,گاز",گرانيت,107142000,7500000000
267,تهرانپارس بلوار پروین خ 210,75,4,2,20,0,1,0,0,4,شخصي,"کولر,گاز",آجر,60000000,4500000000
268,تهرانپارس بزرگراه رسالت,83,3,2,30,0,1,0,0,4,شخصي,"شوفاژ,کولر,گاز",سنگ,70000000,5810000000
269,بلوار فردوس غرب شقایق مركزی,60,4,2,21,0,1,0,1,4,شخصي,"شوفاژ,کولر,گاز",سنگ,83000000,4980000000
270,تهرانپارس خ توحید,95,4,2,20,0,1,0,1,4,شخصي,"شوفاژ,کولر,گاز",آجر سه سانت,60000000,5700000000
271,اشرفی اصفهانی باغ فیض,59,6,2,5,1,1,1,1,7,شخصي,"شوفاژ,کولر,آسانسور,گاز",سنگ,142372000,8400000000
272,دلاوران خ آزادگان,105,2,2,0,1,1,1,1,4,شخصي,"شوفاژ,کولر,آسانسور,گاز",سنگ,92000000,9660000000
273,آیت الله كاشانی سازمان برنامه جنوبی,77,2,2,11,1,1,1,1,5,شخصي,"کولر,آسانسور,پکیج,گاز",سنگ,115000000,8855000000
274,هنگام شمیران نو خ ابوذر غفاری,65,0,1,16,0,0,0,0,3,شخصي,"کولر,گاز",سنگ,23076000,1500000000
275,دلاوران آزادگان شمالی,68,3,2,7,1,1,1,1,5,شخصي,"شوفاژ,کولر,آسانسور,گاز",سنگ,82350000,5600000000
276,پونك بلوار عدل,55,1,2,20,0,1,0,0,4,شخصي,"شوفاژ,کولر,گاز",سنگ,123636000,6800000000
278,شهرك راه آهن بلوارگلها,98,1,2,13,1,1,1,0,3,شخصي,"شوفاژ,کولر,آسانسور,گاز",سنگ,117346000,11500000000
279,سراج كوچه نجفی اصفهانی,54,1,1,17,0,1,0,0,4,شخصي,"کولر,گاز",سنگ,64810000,3500000000
280,دریان نو خ همایونشهر,128,1,3,0,1,1,1,1,5,شخصي,"کولر,آسانسور,گاز",سنگ,125000000,16000000000
281,نارمك خ مدائن,90,3,2,11,1,1,0,1,4,شخصي,"شوفاژ,کولر,گاز",سنگ,98333000,8850000000
282,فرجام غربی خ عبادی,73,1,2,20,1,1,1,0,5,شخصي,"شوفاژ,کولر,آسانسور,گاز",سنگ,89040000,6500000000
283,سبلان شمالی نرسیده به خ حیدری,56,4,1,20,1,1,0,1,4,شخصي,"کولر,گاز",سنگ,56250000,3150000000
284,تهران ویلا خ هخامنش,84,4,2,20,1,1,0,0,4,شخصي,"شوفاژ,کولر,گاز",سنگ,85714000,7200000000
285,گلبرگ غربی خ صفائی,57,4,2,16,0,0,0,1,5,شخصي,"شوفاژ,کولر,گاز",سنگ,68421000,3900000000
286,طرشت بلوار صالحی,60,2,1,16,0,1,0,1,4,شخصي,"شوفاژ,کولر,گاز",سنگ,83333000,5000000000
287,سبلان جنوبی نرسیده به ك طهانی,123,2,3,30,1,1,0,1,2,شخصي,"شوفاژ,کولر,گاز",سنگ,56910000,7000000000
288,پیروزی خ صد دستگاه,55,1,1,25,0,1,0,0,3,شخصي,"کولر,گاز",سنگ,72727000,4000000000
289,پیروزی خ زینتی افخم میدان سرآسیاب خ شهید داورزنی,80,1,2,0,0,0,1,1,5,دردست اقدام,"کولر,آسانسور,پکیج,گاز",ترکیبی,65000000,5200000000
290,شهید عراقی نرسید به ك حق گو,47,0,1,20,0,1,0,0,3,شخصي,"کولر,گاز",سنگ,119140000,5600000000
291,بزرگراه محلاتی خ شاه آبادی ك نیك عهد,72,1,2,23,0,0,0,0,4,شخصي,"کولر,گاز",سنگ,55555000,4000000000
292,میدان امام حسین خ منتظری,58,6,1,5,0,0,1,0,6,شخصي,"شوفاژ,کولر,آسانسور,گاز",سنگ,60344000,3500000000
293,زعفرانیه خ هلالی,236,1,3,16,1,1,1,1,12,شخصي,"کولر,آسانسور,چیلر,گاز",سنگ,135593000,32000000000
294,خ دماوند خ اشراقی,100,3,2,6,1,0,1,1,6,شخصي,"شوفاژ,کولر,آسانسور,گاز",سنگ,75000000,7500000000
295,بنی هاشم خ شهید نصیبی,61,1,2,15,0,1,1,1,4,شخصي,"شوفاژ,کولر,آسانسور,گاز",سنگ,95081000,5800000000
296,جنت آباد خ شاهین شمالی,99,4,2,0,1,1,1,1,5,شخصي,"شوفاژ,کولر,آسانسور,گاز",سنگ,130303000,12900000000
297,شهرك راه آهن شهرك باقری خ گلستان,80,4,2,14,0,1,0,1,4,شخصي,"شوفاژ,کولر,گاز",سنگ,63750000,5100000000
298,خواجه عبدالله نرسیده به خ تیسفون,74,4,1,0,1,1,1,0,5,شخصي,"شوفاژ,کولر,آسانسور,گاز",سنگ,160000000,11840000000
299,شهرك غرب بلوار فرحزادی خ طاهرخانی,67,3,1,20,0,0,0,1,5,شخصي,"شوفاژ,کولر,گاز",سنگ,358208000,12000000000
300,پونك سردار جنگل مركزی,155,2,3,0,1,1,1,1,5,شخصي,"کولر,آسانسور,گاز",سنگ,150000000,23250000000
301,اشرفی اصفهانی باغ فیض خ خجسته پور,70,2,2,17,0,1,1,1,5,شخصي,"شوفاژ,کولر,آسانسور,گاز",سنگ,92857000,6500000000
302,اوین خ دركه خ كوهسار,157,2,3,10,1,1,1,1,4,شخصي,"کولر,آسانسور,گاز",سنگ,130000000,20410000000
303,پونك بلوار عدل,150,5,3,0,1,1,1,1,6,شخصي,"شوفاژ,کولر,آسانسور,گاز",سنگ,162666000,24400000000
304,ستاری خ زیتون,131,5,3,2,1,1,1,1,6,شخصي,"کولر,آسانسور,پکیج,گاز",سنگ,173282000,22700000000
305,ظفر خ دلیری,105,2,2,0,1,1,1,1,5,شخصي,آسانسور,سنگ,125000000,13125000000
306,فرجام چهارراه ولیعصر خ برادران باقری,66,1,2,10,1,1,1,1,4,شخصي,"کولر,آسانسور,پکیج,گاز",سنگ,90150000,5950000000
307,سعادت آباد خ جمشیدی خ بامداد,185,4,3,0,1,1,1,1,6,شخصي,"شوفاژ,کولر,فن کوئر,آسانسور,چیلر,گاز",ترکیبی,290000000,53650000000
308,ظفر خ دلیری,105,2,2,0,1,1,1,1,4,شخصي,"شوفاژ,کولر,آسانسور,گاز",سنگ,138095000,14500000000
309,سراج تقاطع اردیبهشت,50,4,1,8,1,1,1,1,4,شخصي,"شوفاژ,کولر,آسانسور,پکیج,گاز",سنگ,80000000,4000000000
310,دروس خ وارسته,292,1,4,10,1,1,1,1,5,شخصي,"شوفاژ,کولر,آسانسور,گاز",سنگ,205479000,60000000000
311,سراج خ شهرابی,50,4,1,13,0,1,0,0,4,شخصي,"شوفاژ,کولر,گاز",آجر سه سانت,68000000,3400000000
312,فرجام چهارراه ولیعصر,116,4,2,30,1,1,0,0,4,شخصي,"شوفاژ,کولر,گاز",سنگ,60340000,7000000000
313,الهیه نرسیده به خ مهدیه,185,1,3,16,1,1,1,1,6,شخصي,"شوفاژ,آسانسور,استخر,سونا,جکوزی",ترکیبی,180000000,33300000000
314,پاسداران خ بوستان,110,3,2,1,1,1,1,1,5,شخصي,"شوفاژ,کولر,آسانسور,چیلر,پکیج,گاز",سنگ,220000000,24200000000
315,ظفر خ فرید افشار,140,2,3,30,1,1,0,1,3,شخصي,"شوفاژ,کولر,گاز",آجر,150000000,21000000000
316,جردن نرسیده به خ تندیس,150,2,3,17,1,1,1,1,5,شخصي,"کولر,آسانسور,پکیج",سنگ,125000000,18750000000
317,سعادت آباد خ صرافهای جنوبی,130,1,3,20,1,1,1,1,5,شخصي,"شوفاژ,کولر,آسانسور,گاز",سنگ,149000000,19370000000
318,دربند امام زاده قاسم خ گلابدره,110,6,2,0,1,1,1,1,10,شخصي,"کولر,آسانسور,پکیج,گاز",سنگ,181818000,20000000000
319,جشنواره بالاتر از مترو فرهنگسرا اشراق كوچه یاسمن,152,3,4,26,1,1,0,1,3,شخصي,"شوفاژ,کولر,حیاط,گاز",سنگ,70000000,10640000000
320,سئول شهرك فجر,114,1,2,30,0,1,0,1,4,شخصي,"شوفاژ,کولر,گاز",آجر,105263000,12000000000
321,بنی هاشم خ حافظ شرقی,56,4,1,6,1,0,1,1,5,شخصي,"شوفاژ,کولر,آسانسور,گاز",سنگ,115000000,6440000000
322,دیباجی جنوبی خ محسنیان,75,4,2,0,1,1,1,1,4,شخصي,"کولر,آسانسور,چیلر,گاز",سنگ,189333000,14200000000
323,قلهك خ یخچال,208,4,3,14,1,1,1,1,5,شخصي,"کولر,آسانسور,پکیج,گاز",ترکیبی,130000000,27040000000
324,دروس احتشامیه بالاتر از میدان,240,1,3,0,1,1,1,1,5,دردست اقدام,"شوفاژ,کولر,آسانسور,استخر,حیاط,سونا,جکوزی,گاز",سنگ,250000000,60000000000
325,پاسداران خ نیستان,123,2,2,0,1,1,1,1,5,شخصي,"شوفاژ,کولر,آسانسور,گاز",سنگ,170731000,21000000000
326,هروی حسین آباد خ وفامنش,122,7,2,17,1,1,1,1,7,شخصي,"کولر,آسانسور,پکیج",سنگ,110655000,13500000000
